k,rep,rmse_adamix,rmse_oracle,rmse_npeb,rmse_soloff,npeb_runtime_sec,soloff_runtime_sec,n_mean,n_min,n_max
100,0,0.0955788966862302,0.03821177363678713,0.09787648648136581,0.0955842864700642,0.09134221076965332,0.04490089416503906,824.11,423,1187
100,1,0.08850549957449927,0.04467437634526293,0.09045925182349995,0.09308474616920295,0.031410932540893555,0.03586602210998535,837.74,413,1194
100,2,0.08837513631460182,0.04565779653502263,0.09103288087375644,0.0905529723820279,0.03408479690551758,0.033885955810546875,812.92,406,1187
100,3,0.08769021557787113,0.05377000973066919,0.08920687887396424,0.08737055575348822,0.032763004302978516,0.03437519073486328,805.35,411,1179
100,4,0.09564849689670545,0.049506623493430386,0.09493721521397164,0.0940732293820702,0.03486514091491699,0.03453803062438965,789.76,419,1197
100,5,0.08706547429349801,0.047036294686254185,0.08347566257478146,0.0853165291140498,0.03498387336730957,0.03415179252624512,805.58,413,1184
100,6,0.09103031704143696,0.04452327928045661,0.08815757364555701,0.09146235008629955,0.03383898735046387,0.03650379180908203,803.7,419,1197
100,7,0.09026679734906662,0.04613868763390598,0.0888736667319136,0.09114244462515886,0.0352938175201416,0.03515791893005371,821.65,418,1199
100,8,0.0830183849063687,0.04840848693214151,0.08192900275976993,0.08394032250175262,0.034973859786987305,0.03486371040344238,797.33,417,1170
100,9,0.08119704601560213,0.053156762371645315,0.08371575201002264,0.0867241142787196,0.035172224044799805,0.03504180908203125,805.17,404,1193
100,10,0.09070912962899291,0.04420433749273347,0.08619981564102033,0.08819802715753945,0.03378629684448242,0.03525996208190918,797.39,413,1179
100,11,0.07672334128372066,0.040672259911134816,0.07617290171936258,0.07645349433997477,0.03463387489318848,0.035945892333984375,800.7,420,1195
100,12,0.0856493852923007,0.04351351826715799,0.08453879196924872,0.0844438220917792,0.034578800201416016,0.036177873611450195,819.54,419,1195
100,13,0.07282252699327926,0.04063415761104463,0.07205515549223884,0.07391358178202824,0.0333859920501709,0.03619813919067383,822.35,421,1200
100,14,0.07968117341314633,0.042633706194812555,0.07720112604866307,0.07885427177563198,0.03381514549255371,0.03591299057006836,739.51,404,1181
100,15,0.08015781092778047,0.04817634418874234,0.07638507681553292,0.07993398790529858,0.03507518768310547,0.03592109680175781,803.03,413,1193
100,16,0.09669241749874202,0.05333325189897209,0.09502109443627932,0.09819222276888472,0.034744977951049805,0.03644895553588867,797.45,403,1196
100,17,0.0957454256070761,0.04428470228268658,0.08610545431896462,0.09206995803981353,0.034970760345458984,0.03548693656921387,787.85,401,1199
100,18,0.09269126496379423,0.05015470811717735,0.08854098898812864,0.09475520963105775,0.038765907287597656,0.036620140075683594,793.31,422,1190
100,19,0.08599012313099835,0.04729376045586618,0.08714749622825534,0.08813605209933238,0.035344839096069336,0.035414934158325195,765.58,401,1200
100,20,0.08267141420067875,0.05221084664414294,0.07771635411092949,0.07800202469101367,0.03518986701965332,0.036345720291137695,790.2,402,1195
100,21,0.09210271848103921,0.05067732946315626,0.0880967370023953,0.08674594525602682,0.034356117248535156,0.03566598892211914,803.97,409,1190
100,22,0.09171865863912369,0.05143863899581041,0.09307503168121897,0.09177813115582077,0.03549003601074219,0.03511500358581543,765.13,400,1185
100,23,0.08056774381599768,0.04881119981715551,0.0749231712906908,0.07762723325698903,0.035054922103881836,0.035321712493896484,794.97,401,1183
100,24,0.08023160769467783,0.04471823253254599,0.08187222096070236,0.08386741033691864,0.035845041275024414,0.03617715835571289,782.67,409,1181
100,25,0.09274020370176694,0.04321517179742214,0.09031795168085387,0.09274228405993004,0.03482198715209961,0.03577613830566406,787.38,409,1195
100,26,0.0855846593596078,0.045950107180940246,0.08134615158323785,0.08231582509275547,0.03516674041748047,0.03565096855163574,806.81,406,1191
100,27,0.0811829028749006,0.03879048615269909,0.07329146279478532,0.0796155230434019,0.03488898277282715,0.0358881950378418,826.69,427,1197
100,28,0.09977976896223757,0.046328019102592294,0.09807338269823798,0.09909616457629984,0.03497886657714844,0.03573870658874512,810.33,406,1196
100,29,0.07645600419104773,0.032810452034381425,0.07286211897150123,0.07312280824422562,0.035204172134399414,0.037361860275268555,775.87,401,1190
100,30,0.09833584457791908,0.05260587756980814,0.0869656977889998,0.09237689295821688,0.034594058990478516,0.03634810447692871,785.19,403,1168
100,31,0.09664336667523035,0.05452433704910119,0.09402352162938751,0.09681301567557779,0.035284996032714844,0.038459062576293945,798.55,403,1190
100,32,0.08097855026349163,0.04148803803930645,0.0795049929792717,0.07578792680151838,0.03573417663574219,0.03697991371154785,757.36,407,1181
100,33,0.08033359379733969,0.039493734962870876,0.07225740481713612,0.07483088429614584,0.0359950065612793,0.03704190254211426,783.25,403,1194
100,34,0.07805180118691962,0.04006794374471116,0.07695424323336306,0.07746612578434364,0.03532910346984863,0.0366060733795166,819.35,409,1198
100,35,0.0950985621317074,0.05095623618674224,0.09006540142349045,0.09034488378948273,0.035639047622680664,0.03716683387756348,805.86,403,1193
100,36,0.0780765008368386,0.04617835888827733,0.07383369224381037,0.07700626762735384,0.03535795211791992,0.0365297794342041,765.36,403,1194
100,37,0.08936783454425008,0.04456249771633859,0.08178940752049346,0.0858811287619039,0.0356142520904541,0.03581380844116211,788.55,406,1196
100,38,0.08951185558188743,0.045694005546495664,0.08764493736552009,0.09016061564634066,0.034934043884277344,0.03580117225646973,782.25,401,1200
100,39,0.09231048992906597,0.04525391070051168,0.08865922860196516,0.09116939025811314,0.03517293930053711,0.036427974700927734,807.47,404,1191
100,40,0.09078728562784588,0.04776363116675323,0.08823458237140495,0.08791171139138444,0.03631711006164551,0.036356210708618164,797.6,409,1200
100,41,0.10297441196098174,0.056835305056429405,0.10055806394054417,0.10198890385171935,0.03575587272644043,0.036562204360961914,793.97,409,1199
100,42,0.09106477806018537,0.044245760530130206,0.09589930840949784,0.09528196076235387,0.03726792335510254,0.04140210151672363,766.86,400,1199
100,43,0.08910198242136357,0.04889675562498915,0.08879799661119603,0.0890680186748145,0.03732919692993164,0.039717912673950195,799.78,401,1191
100,44,0.08441486166419263,0.04261139572851984,0.08732017950795776,0.0884897314674788,0.03665590286254883,0.03806900978088379,836.09,426,1193
100,45,0.08496957235461405,0.058564131797588834,0.08454065069320761,0.08794571412591913,0.04057192802429199,0.05937600135803223,781.43,407,1191
100,46,0.08508222139324352,0.044105440507668375,0.08346220393762693,0.08433502460606322,0.05085492134094238,0.049033164978027344,764.59,404,1197
100,47,0.08324975187154021,0.053876339364191526,0.08548587615864021,0.08249062804753451,0.0514979362487793,0.046621084213256836,774.79,401,1200
100,48,0.08788378012569135,0.05936078606162934,0.08651523119201977,0.08813319897079859,0.04012799263000488,0.03780817985534668,780.95,408,1190
100,49,0.0885333761237032,0.04336233614106392,0.0863049974044385,0.08743785715233174,0.04385733604431152,0.03702092170715332,778.74,405,1192
